product,title,rating,body,date,purchase,helpful
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Molluscum Contagiosum,5.0,"I purchased this cream in attempt at treatment for what what my daughters pediatrician said is molluscum contagiosum on her leg. I was desperate to find a solution for what has caused her severe embarrassment. I started noticing improve in the redness and size of her lesions within a few days. With continued treatment the lesions started fading away. It was not an overnight improvement, but subtle ongoing improvement over time. We are approx 6 weeks into treatment and we are both so pleased with how far it’s come. It is starting to become barely noticeable. I feel so thankful to have found something to help.","December 13, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",A product that does what it claims,5.0,"I love Teeva acne cream.  I have had a bad problem with acne/rosacea this past year.  I could not find a product that was light on my skin, non-greasy, & did not make the skin problems worse.  Then I found Keeva.  It is light, non-greasy & cooling on the skin.  I especially like using it in warm humid weather, as it does not make my skin oily.  I find the cooling sensation it leaves very relaxing.  It has even helped to clear up the acne.  I am 69 yrs old & find a skin product that works on aging skin is not easy.  Keeva keeps my skin hydrated even in the brutal cold in the Northeast.  I highly recommend this product.","December 13, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Keeva changed my life!,5.0,I had been battling really bad breakouts for years before I discovered Keeva. The tea tree cream has made a drastic improvement on my skin and I now have very little breakouts at all. I still use the cream twice a day just to treat little areas that are prone to breakouts. I now feel comfortable being seen without a full face of foundation and that is the best feeling ever! My skin feels like it can breathe again!,"December 13, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",So far so good,4.0,I have been using Keeva for about 2 weeks and I am starting to see a difference.  My face started out really bad and is starting to clear up.  I like when I put it on and I can feel it working.  My face feels clean after I put it on.  I have had acne my whole life and I have used hundreds of products.  This so far seems to be effective and working for my problem skin.,"December 13, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Ingredient list of product received does not match description!!,1.0,Tea tree oil is not the 3rd ingredient listed but the 16th!!  Will be returning.,"December 13, 2018",Verified Purchase,1
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Optimistic,4.0,"Loved this cream. Feels fresh and clean. Only started using the product a week ago, but I'm optimistic. I am already starting to notice that my acne is getting better.","December 12, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Natural and Effective,4.0,"I've struggled with acne for 7 years and have tried everything from antibiotics and topical creams, to birth control, to home remedies. Keeva is a product I can be confident about because, unlike much of what I've tried, it is natural and does not have adverse affects on the body (like hormones or photosensitivity), yet it is also strong and effective. There are no safe quick fixes for acne that I've found, but Keeva has surprised me with its effectiveness.","December 12, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Gentle and effective,5.0,"This product is a gentle and effective alternative to other harsh products that would otherwise result in sensory issues with my 12-year-old son who was diagnosed with Autism Spectrum Disorder. Middle School is hard enough. Keeva lets him ""face"" it with more confidence.","December 11, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Great product!,4.0,I have been using Keeva’s cream for a while now and can definitely say I have seen a great improvement in both the look and feel of my skin.,"December 11, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",AMAZING RESULTS,5.0,"This product is a life saver and has literally gave me back the confidence I needed! Everyone that is struggling with skin issues, please give this product a try! You will see improvement in One Weeks Time!","December 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Definitely a difference in just one day,5.0,"The cream made a noticeable difference in feel and look to my skin, I look forward to continue using it!","December 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It really works!,5.0,Really pleased with this product.  I hesitated to buy it because it seems expensive and we have been through a lot of drug store products.  My son has very oily skin and was suffering terrible break outs.  Most of his forehead was covered in pimples or redness from past break outs.  It’s been 3 days and he has maybe 2 blemishes left and all of the redness has faded.  I learned a little goes a long way.,"December 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",FAKE,1.0,This WAS an amazing product I had clear skin but I have noticed that is doesn’t do the same. The formula is different and it just broke me out. Really disappointed I’m surprised there are good reviews to the point where I wonder if those reviews are real.,"December 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Awesome product,5.0,"This is the second time I buy this and is honestly amazing. Makes my skin feel really soft and it’s an easy one step cream for acne. If you are skeptical because of the price and amount given, don’t hesitate and buy now!","December 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Omfg,5.0,This stuff seriously works wonders. It makes your face feel reallly clean and make its feel all tingly and my acne scars already lightened up after one use. I use it  morning and night will deff buy again. Not to mention they send you a 20 dollar gift card! Loveeee it,"December 9, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",IT WORKS!,5.0,This product REALLY!!! works! I see a big improvement in my skin!,"December 9, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Miracle cream!,5.0,"This cream is crazy GOOD! I bought it for my daughter, as she was have issues with cystic acne from pregnancy hormones. She pairs it with beauty by earth face wash and her face is clear and purple spots/scars are gone. She never had any type of issues before. I’m so glad this works as it says. Thank you!","December 8, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Cleared up my son’s acne!!,5.0,"My son’s acne kept getting worse and kids at school started calling him names. We tried several other products that just didn’t help at all. I was about to ask the dermatologist for a prescription when I found this product and decided to try one more time. After about a week we started seeing results, it was amazing how quickly it worked. His face was completely clear after a month of use. Now he uses it when he has a pimple pop up here and there. This is the second time I’ve ordered this product and it lasted a long time. My son told me his face medicine was almost out and to PLEASE order some more. It’s truly a great product and if you have a child struggling with acne I would highly recommend giving this a try!","December 8, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Perfect acne treatment for oily skin,5.0,Noticed a difference in my acne and texture. Good product and great price. Noticed my oily skin doesn’t get as oily as well,"December 8, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",About face wash,5.0,Best product ever....,"December 8, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Great Product!,5.0,"Excellent product! It's only been a few days, seems to be working already!","December 8, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",This stuff works!,5.0,I got this for my son who has acne.  It seems to work well and he likes it.,"December 8, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Works,5.0,Item is exactly as described. Came quick. Feels good on the face. Acne appears to be decreasing.,"December 7, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Helps with moderate acne,4.0,"works very well for bumps and whiteheads, leaves your face feeling cool and soft","December 6, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Love the tingle,5.0,First time user and it's been working wonderfully,"December 6, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Good,4.0,"So far we like it.  It does burn a little,  but I would assume that's the tee tree.","December 6, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Not the original formula- Updated,5.0,"EDIT 3:  A representative from Keeva reached out to me and I received a new jar. After using for about a week, I knew that this was the original formula. I continued to use it for 4+ weeks to be sure, and I can say, without a doubt, that this is the original formula I was used to.  I have changed my rating from 1 star to 5, due to the quality of the product and the fact that the Keeva reps stepped in and made things right.  I would now HIGHLY recommend this product, as it has dramatically improved my rosacea!EDIT 2:  As of today, 2/11/19 I have not received anything from Keeva.  The 2oz jar of their original formula that was supposed to be shipped ""right away"" (see comments for the response from a Keeva rep) never materialized.  It's really a shame, as I was hoping to try the original formula again.EDIT:  A representative from Keeva has responded to my review, and she explained that their product has become a victim of fakes using their name.  Happily, she told me they will be sending me a replacement of their original product.  Once I receive it, I will update my review after I've tried it out for a week or so.Before my last order of Keeva I would have given this product 5 stars.  It did wonders for my rosacea, and I absolutely loved it. However, my last order was NOT the same product, and I immediately began having bad flare ups of my rosacea. It just kept getting worse, so I remembered that I still had the original box and decided to see if they had changed the formula.As you can see in the photos, in the old formula, tea tree oil was listed as the first of only 5 main ingredients.  In the new formula, salicylic acid is the main ingredient, and tea tree oil is the 18th ingredient listed under ""Inactive Ingredients""!  The old formula also states that it was made in the USA, while the new formula clearly says it is made in China.  The new box also no longer makes the claims of being paraben free, non-gmo, or not tested on animals.The description on this Amazon page (as of today 12/5/18) lists tea tree oil as the 2nd ingredient, under ""Natural Proprietary Ingredients"".Based on results and the packaging I received, this new formula is nothing like the old one. If you're looking for a true tea tree oil acne cream, I'm sad to say this is no longer a good option.","December 5, 2018",Verified Purchase,164
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Really works!,5.0,I've been using this for over a month now.  Noticed results after 2 days.  The scent is strong but once u get use to it it's kind of nice before bed.  Less pimples and helped reduce my acne scars.  I had to start alternating this to use every other day bc it started drying out my cheeks. I have sensitive skin.  Love the product.  Will definitely buy again.  Better than most acne creams I've tried!,"December 3, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Great product!,5.0,Love this product!  It really works. It has even lightened some of my dark spots. Will definitely continue using it.,"December 3, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It works!,5.0,"I am a return customer to this product.  I originally bought his for my teenage daughter who has struggled with her complexion for years.  She is not big on fussing with washing her face or a multi-step treatment plan so I thought a simple cream might be something she would actually use.  She simply puts a layer on her face every night after her shower and she has had tremendous improvements to her complexion.  We were recently at the pediatrician who had previously given her a prescription cream for her face.  The Dr. looked at her clear skin and immediately asked what we had been doing.  We told her that we had been using Keeva tea tree cream and she said, ""keep doing it"".  We recently also bought some for my other daughter who struggles with bumps on the backs of her arms which she has picked at and caused scars.  After consistent use of this cream, her bumps have noticably improved and her scars have been healing and lightening as well.  I often recommend this cream to others struggling with skin issues based on our success with Keeva.","December 2, 2018",Verified Purchase,2
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Worked great for my son,5.0,"This product made a significant difference in my son's acne and reduced the number and frequency of breakouts.  We have tried so many products and this one really works.  My son was using the 3 step ProActiv plus a prescription antibiotic cream, plus three kinds of acne masks but his skin was still bad.  I am against oral antibiotics for acne and was worried there was nothing more we could do.  Then we tried this product - we added it to the other things we were using, and that's when his skin really started to clear up.  He still has breakouts, but this product makes such a big difference that we call it ""magic cream"".  I wish we had tried this first!","December 1, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It works,5.0,I have mild face acne and have tried many different products. Some would kind of work but never truly got the job done. I stumbled across Keeva online somehow and said why not it won’t hurt to try. Within two weeks I started seeing results and in a month my face had pretty much been cleared. This is by far the best product I’ve used.,"November 28, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",DO NOT BUY,1.0,"The real product works great. However, they will send you a fake one after they have you hooked. If you have sensitive skin it will destroy it. Just buy it from Keeva Organics directly. The reason it's so cheap through this seller is because they're watering it down and likely adding other products.Report this seller!","November 27, 2018",Not Verified,5
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Amazing product after just one use!,5.0,"This is an amazing product! After just the first day of using it I saw a dramatic difference in my face. After a week, my acne isn't as visible as it once was. I highly recommend this product!","November 27, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",This stuff is MAGICAL. Buy it.,5.0,"I love this product. My skin feels refreshed and moisturized all day, and all of my cystic acne has disappeared. I highly recommend.","November 27, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It Worked,5.0,"My acne has started to disappear after using this product. It is not magical, I suppose it takes time for it to completely remove all of it, but it has diminished it. I am very happy with this product so far.","November 27, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",gentle on your skin,4.0,"I like how this product is not harsh or drying on my skin, it did not resolve all of the ance one hindred percent.","November 27, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Didn’t help my acne,2.0,"I gave the product 2 stars because it gave a nice moisturized feeling, but it’s overpriced for the small jar and it didn’t help my acne at all.","November 25, 2018",Not Verified,1
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Love. Love. LOVE,5.0,"I’ve switched over the about 80% of my facial regimen to include tea tree oil. This stuff is amazing. I would definitely recommend. It’s very light, moisturizes perfectly and. Been using it for about 5 weeks and can definitely tell the difference in my skin. Way less outbreaks and the previous acne scars are lightening.","November 25, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",It really works,4.0,I had dark spot on my cheek from an old pimple and after applying it for a bout three weeks the dark spot went away.,"November 25, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Keeva surely works!,5.0,"I heard about this product and seen it in Facebook. I was very excited to try it when I read a lot of good reviews about this Keeva tea tree oil acne treatment cream. I’ve been looking for an acne product that will work for me and I’m very much happy coz after one month, I noticed my skin looks better. This is really an amazing product! Thanks Keeva!!!!","November 24, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Keeva Cream Helps Heal Acne Quickly,4.0,I first ordered Keeva cream when my acne was really out of control. The cream starts working after just one or two uses. It not only helps heal acne it also helps fade scars from acne. I mostly use the cream once a day right now but need to use it twice a day to really maintain clearer skin. I like that keeva cream goes a long way. I also like that I can use one thing and it works. I gave Keeva cream a try because it seemed like it really worked when I saw it on the Today Show and it is made of safe ingredients. I would recommend Keeva acne cream to anyone who is feeling a low self esteem from their acne and just needs something to help them feel better about themselves.,"November 24, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Heals stubborn cystic acne,5.0,"Excellent product!  My poor son suddenly developed horrible hormonal cystic acne. It was very painful. We tried a few things and it just made his skin raw and didn’t help. Keeva has started to dry up the cysts. Sorry I don’t have a before picture, but this is after 1 week. We are going to order another jar so we don’t run out.","November 24, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Good.,5.0,Good. First acne cream that shows promise to me,"November 24, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Awesome product,5.0,I was fighting a stubborn rash on my face and this is the only thing  that helped. This is my second jar and I love the product!,"November 23, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",To follow the steps and use it twice a day to see reaults,5.0,"I like everything about this cream, it’s light, not greasy and I really see a difference it has made with my skin! This was my 4th or 5th product that I’ve tried and nothing worked for me until I tried Keeva cream. Unfortunately I never took pictures 😏","November 23, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Great product,5.0,Great! Love for my pre-teens,"November 21, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Good,4.0,Great overall product. Leaves a minty fresh feeling when out on and helps to slowly removes pimples and red spots,"November 20, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",AMAZING PRODUCT!,5.0,"I have purchased 3-4 jars of this now and I love this product! My skin has greatly improved since I began using this cream. I am 30 years old and still suffer with painful, cystic acne. It got worse after I had to come off birth control, my skin got completely out of control! This greatly helped to reduce the acne that I had, the painful cysts were less painful when using this and the smaller white heads would disappear overnight when I used this product. I also noticed that you will not dry out when using this moisturizer. I have very dry, sensitive skin and I was afraid I would dry out using this, but not the case! Now, a disclaimer, I did have to get put onto medication to also help the acne issues from coming off birth control so that medication of course played a role, but I was away with family for a week and I left this cream at home and had to use a different moisturizer. My skin was clearer when I was home using this product compared to my skin the week I was without it.","November 18, 2018",Verified Purchase,234
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Really does work!,5.0,I’m forty and I have struggled with acne my whole life and it has cleared it up remarkably!,"November 17, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)","A Must Have for Sensitive, Hormonal Acne",5.0,"I found this product when I was pregnant and breaking out like crazy.  I was super concerned about toxins/chemicals and loved that this was made with pure, organic, high quality ingredients.  That said, I also demand efficacy with anything I put on my face and this just works.  I have extremely sensitive skin and this doesn't irritate or overdry.  It reduces inflammation and acne immediately.  I always have a spare jar now in my bathroom so I am never without.I did try another organic tea tree brand on Amazon because it was slightly less expensive and I broke out so horribly I immediately sent it back and went back to Keeva.As my husband calls anything that you know works consistently a 7 iron, this cream is a 7 iron.  Worth every penny.","November 16, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",DONT FALL FOR IT,1.0,Very disappointed! Another product with false advertising. I'm actually convinced this made my skin worse over the last couple months. Never again!,"November 15, 2018",Verified Purchase,30
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",No good,1.0,Bought it twice and never saw an improvement. My skin only got worst. I really wanted it to work because of all the hype. The first picture was when I started and the second is 2 months later. Acne is still there and still painful.,"November 12, 2018",Verified Purchase,2
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",HIGHLY RECOMMEND,5.0,"I love this product!! I am 19 years old & I have been suffering acne since early middle school. I have been to the doctors & used so many different types of drug medicine. All it has done for me was made some of my acne dissappear & comes back a couple of days later. But since I used this product, my skin has gotten so much better! Scars went away, so much less oily skin, I even became a little bit whiter, and litterly NO ACNE!!! I highly highly highly recommend this product!","November 12, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Awesome results!,5.0,"I've struggled with Anne since I was 13. I have tried everything and it seemed I was just periodically clearing up the pimples on my face, but never truly clearing up the constant recurring breakouts. This stuff has been decreasing the size of several spots that I have had for years, like whiteheads, that are underneath the surface! I've only been using it for 3 weeks but the difference is wonderful!","November 12, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Best acne cream that i found,5.0,This really works. The first picture of mine was before and after 2weeks of using the Tee Tree acne cream and the next photo was taken last night. I really love this product because you’ll going to see that your skin is improving just days... I really have a very bad hormonal acne and i’m getting tired using many products but thanked God i found Keeva ... i just tried it bec i know tee tree oil is good for acne and it really works. There’s no harm in trying that’s why i tried it and it works. Thanks to keeva,"November 11, 2018",Verified Purchase,59
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Arrived Quickly,5.0,Getting started now! Results to follow.,"November 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",Works well for me,5.0,"Checks all the boxes for me: promotes good moisture balance while also controlling oil, smells nice, and absorbs well with a pleasant cooling sensation.","November 10, 2018",Verified Purchase,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",this stuff really does work wonders for me!,5.0,"I have never been one to trust acne creams. I don't really have acne, but get random pimples on my chin etc if I forget to wash off my makeup. this really does fix them! usually mine get really big and painful over a week and can take another week to heal. I have really sensitive skin so usually there is a blemish there for a while afterwards. I noticed most of them shrank and went away before they were really big/ugly ""pimples"". I'm so impressed!!! I put this on the area where I feel a pimple coming in throughout the day and within two days its gone. seriously magic. never seen anything like it! it also feels nice and cool on my skin","November 9, 2018",Not Verified,0
"Acne Treatment Cream With Secret TEA TREE OIL Formula - Perfect For Fighting Breakouts, Spots, Cystic Acne, Acne Scar Removal - See Results in Days Without Dry Skin - by Keeva Organics (1oz)",The best product I have tried for my acne,5.0,I have only been using this product for about a week and I love it already! I ready the reviews and I was really hopefull. I have always struggled with acne but lately it has been really bad. I have spent so much time searching for a product that actually will help and that I love and I think I found it. Just after using it for a little while I already notice a difference in my skin. I haven’t gotten in breakouts and the already existing acne has gone down. Not to mention this product made my skin really soft! I will definitely be buying this product again,"November 7, 2018",Verified Purchase,0
